FaultName,FaultID,State,SiteName,SCECId,SliprateId,Longitude,Latitude,DistToCFMFault,CFM7ObjectName,Observation,PrefRate,LowRate,HighRate,RateUnct,RateType,ReptReint,OffsetType,AgeType,NumEvents,RateAge,QbinMin,QbinMax,UCERF3AppB,ShortReferences,Links,FullReferences
Death Valley (Black Mountains),62,CA,Willow Creek,S-0025,SR-0045,-116.736354282000,36.076242096800,0.81,BNRA-BMFZ-MULT-Black_Mountain_fault-CFM3,Vertical slip rate reported by Klinger and Piety (2001). Age control based on soil development.,N/A,1,3,unknown,unprojected (vertical),reported (only range listed/no pref value from reported column of Appendix B; low and high shown here using uncertainty reported in Appendix B slip rate),offset fan,soil development,unlisted,1-11,1,5,yes,Klinger and Piety (2001),http://www.fop.cascadiageo.org/field-trips/pacific-cell-field-trips/2001-february-death-valley/,"Klinger, R.E. and Piety, L.A., 2001, Holocene faulting and slip rates along the Black Mountains fault zone near Mormon Point in Quaternary and Late Pleistocene Geology of the Death Valley Region-Recent Observations on Tectonics, Stratigraphy, and Lake Cycles, in Machette M.N., Johnson, M.L., and Slate, J.L., eds., Guidebook for the 2001 Pacific Cell, Friends of the Pleistocene Fieldtrip: U.S. Geological Survey Open-File Report 01-51, 254 p. http://www.fop.cascadiageo.org/field-trips/pacific-cell-field-trips/2001-february-death-valley/"
Death Valley (Fish Lake Valley),63,CA,Furnace Creek Fan,S-0028,SR-0050,-118.010939076000,37.567448627900,16.93,N/A,"Rate based on cosmogenic dating. Rate is within reported range of 1.5 - 9.3 mm/yr reported by Reheis and Sawyer 1997, based on soil development. Reported as a minimum.",3.1,2.7,3.5,unknown,horizontal,reported (author reported rate as recorded in Appendix B; with low and high shown here using uncertainty reported in Appendix B slip rate),offset fan,10Be,unlisted,11-130,1,5,yes,Frankel et al. (2007b); Ganev et al. (2010),https://doi.org/10.1029/2006JB004350; https://doi.org/10.1130/L51.1,"Frankel, K.L., Brantley, K., Dolan, J.F., and Finkel, R.C., 2007, Cosmogenic 10Be and 36Cl geochronology of offset alluvial fans along the northern Death Valley fault zone-Implications for transient strain in the eastern California shear zone: Journal of Geophysical Research, v. 112, no. F02025, https://doi.org/10.1029/2006JB004350; Ganev, P.N., Dolan, J.F., Frankel, K.L., Finkel, R.C., 2010, Rates of extension along the Fish Lake Valley fault and transtensional deformation in the Eastern California shear zone-Walker Lane Belt: Lithosphere, v. 2, p. 33-49, doi:10.1130/L51.1, data repository 2009285. https://doi.org/10.1130/L51.1"
Death Valley (Fish Lake Valley),63,CA,Furnace Creek Fan,S-0029,SR-0051,-118.010939076000,37.567448627900,16.93,N/A,"Vertical component, reported by Ganev and others (2010). Reported extension rate 0.1 +/- 0.1mm/yr.",0.1,0.09,0.11,unknown,extension,reported (author reported rate as recorded in Appendix B; with low and high shown here using uncertainty reported in Appendix B slip rate),offset fan,10Be,unlisted,11-130,1,5,yes,Ganev et al. (2010),https://doi.org/10.1130/L51.1,"Ganev, P.N., Dolan, J.F., Frankel, K.L., Finkel, R.C., 2010, Rates of extension along the Fish Lake Valley fault and transtensional deformation in the Eastern California shear zone-Walker Lane Belt: Lithosphere, v. 2, p. 33-49, doi:10.1130/L51.1, data repository 2009285. https://doi.org/10.1130/L51.1"
Death Valley (north),64,CA,Red Wall Canyon,S-0030,SR-0053,-117.260595468000,36.879818601100,0.88,BNRA-NDVZ-MULT-Northern_Death_Valley_fault-CFM2,"Site supersedes previous rate reported by Klinger and Piety of 5 - 12 mm/yr, due to new radiometric dates reported by Frankel, and better LiDAR-based offset measurements.",4.5,3.1,6.1,unknown,horizontal,reported (author reported rate as recorded in Appendix B; with low and high shown here using uncertainty reported in Appendix B slip rate),offset fan,cosmo,unlisted,11-130,1,5,yes,Frankel et al. (2007a),https://doi.org/10.1029/2007GL030549,"Frankel, K. L., Dolan, J.F., Finkel, R.C., Owen, L.A., Hoeft, J.S., 2007, Spatial variations in slip rate along the Death Valley-Fish Lake Valley fault system determined from LiDAR topographic data and cosmogenic 10Be geochronology: Geophysical Research Letters, v. 34, no. L18303, https://doi.org/10.1029/2007GL030549"
Deep Springs,66,CA,Deep Springs College,S-0031,SR-0055,-117.967622545000,37.373065224400,0.25,SNLV-NDVL-DPSP-Deep_Springs-CFM7,Vertical offset based on reconstruction of cross section taken across fault at Deep Springs College. Reported extension rate of 0.7 mm/yr.,0.9,0.2,1,unknown,vertical,reported (only preferred value listed in Appendix B no uncertainty included),stratigraphic marker,correlation to Bishop tuff,unlisted,130-750,0.2,1,yes,Lee et al. (2001),https://doi.org/10.1130/0016-7606(2001)113%3C0855:QFHATD%3E2.0.CO;2,"Lee, J., Rubin, C., and Calvert, A., 2001, Quaternary faulting history along the Deep Springs fault, California: Geological Society of America Bulletin, v. 113, no. 7, p. 855-869. https://doi.org/10.1130/0016-7606(2001)113%3C0855:QFHATD%3E2.0.CO;2"
Dixie Valley,1032,NV,The Bend,S-0230,SR-0465,-118.201951200000,39.710397529100,144.12,N/A,42 m of vertical separation in Qfo alluvial fan estimated at 200 ka,0.21,0.2,1,unknown,unprojected (vertical),reinterpreted (42 m/200 ka),vertical separation of fan,relative/regional correlation estimate,unknown,200,0.2,1,no,Bell and Katzer (1990),https://doi.org/10.1130/0091-7613(1990)018%3C0622:TOLQFI%3E2.3.CO;2,"Bell, J. W., & Katzer, T. (1990). Timing of late Quaternary faulting in the 1954 Dixie Valley earthquake area, central Nevada. Geology, 18(7), 622-625. https://doi.org/10.1130/0091-7613(1990)018%3C0622:TOLQFI%3E2.3.CO;2"
Eastgate,1167,NV,Central Eastgate (CEG),S-0274,SR-0782,-117.853553876000,39.352495909800,163.48,N/A,"two events (PE2 and PE3) with net vertical displacement of 2.1 and 1.8 m, dated at 18-20 ka and 25 ka. MRE = PE1.",0.15,0.12,0.2,unknown,unprojected (vertical),reported,total net displacement from trench strata,luminescence,3,25,0.2,1,no,"Crone et al., (2005)",https://pubs.usgs.gov/sim/2005/2893/pdf/SIM-2893.pdf ,"Anthony J. Crone, Jai-Bok Kyung, Michael N. Machette, David J. Lidke, Koji Okumura, Shannon A. Mahan, (2005). Data Related to Late Quaternary Surface Faulting on the Eastgate Fault, Churchill County, Nevada, United States Geologic Survey Scientific Investigation Map Number 2893. https://pubs.usgs.gov/sim/2005/2893/pdf/SIM-2893.pdf "
Eglington,1048,NV,Las Vegas Valley,S-0231,SR-0479,-115.150302856000,36.295339272300,136.37,N/A,4.2 m of vertical displacement of layer D2 which occurred between 23.3 and 19.5 ka; max age of displacement = 27 ka,0.18,0.15,0.18,unknown,unprojected (vertical)-climate related/induced displacement,reinterpreted (max = pref = 4.2m/23.3 ka; min = 4.2m/27 ka),warping of D2 surface,unknown/prior study,1?,23.3-27,0,0.2,no,Springer and Pigati (2020),https://doi.org/10.1130/G47162.1,"Springer, K. B., & Pigati, J. S. (2020). Climatically driven displacement on the Eglington fault, Las Vegas, Nevada, USA. Geology, 48(6), 574-578. https://doi.org/10.1130/G47162.1"
Elsinore (Coyote Mountains),840,CA,Alverson Canyon,S-0033,SR-0395,-116.022435142000,32.785263008400,0.25,PNRA-ELSZ-CYMT-Elsinore_fault-CFM4,"Preferred slip rate based on weighted mean of two individual slip rates (1.8 +/- 0.7 mm/yr, past 46.1 +/- 5.3 ka; 1.5 +/- 0.5 mm/yr, past 39.1 +/- 5.3 ky). Fletcher and others. (2011) notes slip rates increase rapidly to north along same section.",1.5,1,1.5,unknown,horizontal,reported (select younger of two time intervals (39.1 +/- 5.3 ka to present) given the relative constancy of slip rates yet capturing more recent yet long term record of faulting,offset fan,Th/U,unlisted,11-130,1,5,yes,Fletcher et al. (2011),https://doi.org/10.1029/2010JF001701,"Fletcher, K.E.K., Rockwell, T.K., and Sharp, W.D., 2011, Late Quaternary slip rate of the southern Elsinore fault, Southern California-Dating offset alluvial fans via 230Th/U on pedogenic carbonate, Journal of Geophysical Research, v. 116, no. F02006, https://doi.org/10.1029/2010JF001701"
Elsinore (Coyote Mountains),840,CA,Coyote Mountains (general),S-0032,SR-0394,-116.046004855000,32.794239533400,0.46,PNRA-ELSZ-CYMT-Elsinore_fault-CFM4,offset alluvial fans at 130 +30/-40 m in Q6jk surface dated at 64.2 +/- 1.5 ka,2.03,1.37,2.55,unknown (age uncertainty = 95%CI),projected (vertical),reported,alluvial fans,U series,unknown,64.2 +/- 1.5,1,5,no,"Rockwell et al., (2017)",https://doi.org/10.1016/j.geomorph.2018.02.024,"T.K. Rockwell,E. Masana, W.D. Sharp, P. Stepancikova, M. Ferrater, Regina Mertz-Kraus (2017) Late Quaternary slip rates for the southern Elsinore fault in the Coyote Mountains, southern California from analysis of alluvial fan landforms and clast provenance, soils, and U-series ages of pedogenic carbonate: Geomorphology, v. 326, 2019, p. 68-89. https://doi.org/10.1016/j.geomorph.2018.02.024"
Elsinore (Glen Ivy),844,CA,Wild Rose Ranch,S-0034,SR-0409,-117.492697998000,33.768640539300,0.23,PNRA-ELSZ-GLIV-Glen_Ivy_North_fault-CFM4,Q3 surface,N/A,1,17,unknown,horizontal,reported (author reported rate as recorded in Appendix B; reported as '<17 mm/yr' so 17 mm/yr is the 'HighRate' cell here),offset fan,soil development,unlisted,?,1,5,yes,Millman and Rockwell (1986),N/A,"Millman, D.E., and Rockwell, T.K., 1986, Neotectonics of the Elsinore fault in Temescal Valley, California: Geological Society of America Guidebook and Volume, 82nd Annual Meeting, v. 82, p. 159-166."
Elsinore (Glen Ivy),844,CA,Wild Rose Ranch,S-0035,SR-0410,-117.492697998000,33.768640539300,0.23,PNRA-ELSZ-GLIV-Glen_Ivy_North_fault-CFM4,Q8 surface,N/A,3,5.9,unknown,horizontal,reported (only range listed/no pref value from reported column of Appendix B; low and high shown here using uncertainty reported in Appendix B slip rate),offset fan,soil development,unlisted,130-750,1,5,yes,Millman and Rockwell (1986),N/A,"Millman, D.E., and Rockwell, T.K., 1986, Neotectonics of the Elsinore fault in Temescal Valley, California: Geological Society of America Guidebook and Volume, 82nd Annual Meeting, v. 82, p. 159-166."
Elsinore (Glen Ivy),844,CA,Wild Rose Ranch,S-0036,SR-0411,-117.492697998000,33.768640539300,0.23,PNRA-ELSZ-GLIV-Glen_Ivy_North_fault-CFM4,Q6 surface,N/A,4.8,7.2,unknown,horizontal,reported (only range listed/no pref value from reported column of Appendix B; low and high shown here using uncertainty reported in Appendix B slip rate),offset fan,soil development,unlisted,11-130,1,5,yes,Millman and Rockwell (1986),N/A,"Millman, D.E., and Rockwell, T.K., 1986, Neotectonics of the Elsinore fault in Temescal Valley, California: Geological Society of America Guidebook and Volume, 82nd Annual Meeting, v. 82, p. 159-166."
Elsinore (Glen Ivy),844,CA,Wild Rose Ranch,S-0037,SR-0412,-117.492697998000,33.768640539300,0.23,PNRA-ELSZ-GLIV-Glen_Ivy_North_fault-CFM4,Synthesis of rates over different Late Pleistocene time intervals. See individual rates in UCERF3 Appendix B.,N/A,5.3,5.9,unknown,horizontal,reported (only range listed/no pref value from reported column of Appendix B; low and high shown here using uncertainty reported in Appendix B slip rate),offset fan,soil development,unlisted,11-130,1,5,yes,Millman and Rockwell (1986),N/A,"Millman, D.E., and Rockwell, T.K., 1986, Neotectonics of the Elsinore fault in Temescal Valley, California: Geological Society of America Guidebook and Volume, 82nd Annual Meeting, v. 82, p. 159-166."
Elsinore (Glen Ivy),844,CA,Wild Rose Ranch,S-0038,SR-0413,-117.492697998000,33.768640539300,0.23,PNRA-ELSZ-GLIV-Glen_Ivy_North_fault-CFM4,Q7 surface,N/A,5.3,7.1,unknown,horizontal,reported (only range listed/no pref value from reported column of Appendix B; low and high shown here using uncertainty reported in Appendix B slip rate),offset fan,soil development,unlisted,11-130,1,5,yes,Millman and Rockwell (1986),N/A,"Millman, D.E., and Rockwell, T.K., 1986, Neotectonics of the Elsinore fault in Temescal Valley, California: Geological Society of America Guidebook and Volume, 82nd Annual Meeting, v. 82, p. 159-166."
Elsinore (Julian),841,CA,Pauma Valley Shutter Ridge,S-0039,SR-0396,-116.973115310000,33.335347065100,0.41,PNRA-ELSZ-JULN-Elsinore_fault_Wildomar_link-CFM4,Near north end of fault section.,4.6,2.4,6.8,unknown,horizontal,reported (author reported rate as recorded in Appendix B; with low and high shown here using uncertainty reported in Appendix B slip rate),drainage,soil development,unlisted,11-130,1,5,no,Vaughan and Rockwell (1986),N/A,"Vaughan, P., and Rockwell, T., 1986, Alluvial stratigraphy and neotectonics of the Elsinore fault zone at Agua Tibia Mountain, southern California: Geological Society of America Guidebook and Volume, 82nd Annual Meeting, v. 82, p. 177-191."
Elsinore (Temecula),842,CA,Lodge abandoned channel (Q6 - Q7),S-0044,SR-0401,-117.024974845000,33.383443875200,0.08,PNRA-ELSZ-JULN-Elsinore_fault_Wildomar_link-CFM4,Site coordinates approximate.,2.95,2.4,3.5,unknown,horizontal,reported (author reported rate as recorded in Appendix B; with low and high shown here using uncertainty reported in Appendix B slip rate),channel,unlisted,unlisted,130-750,1,5,yes,Vaughan and Rockwell (1986),N/A,"Vaughan, P., and Rockwell, T., 1986, Alluvial stratigraphy and neotectonics of the Elsinore fault zone at Agua Tibia Mountain, southern California: Geological Society of America Guidebook and Volume, 82nd Annual Meeting, v. 82, p. 177-191."
Elsinore (Temecula),842,CA,Magee North (Q5),S-0049,SR-0406,-117.033935035000,33.395661180000,0.16,PNRA-ELSZ-TMCL-Wildomar_fault-CFM4,Site coordinates approximate.,6,1.65,10.35,unknown,horizontal,reported (author reported rate as recorded in Appendix B; with low and high shown here using uncertainty reported in Appendix B slip rate),geomorphic surface,unlisted,unlisted,11-130,1,5,yes,Vaughan and Rockwell (1986),N/A,"Vaughan, P., and Rockwell, T., 1986, Alluvial stratigraphy and neotectonics of the Elsinore fault zone at Agua Tibia Mountain, southern California: Geological Society of America Guidebook and Volume, 82nd Annual Meeting, v. 82, p. 177-191."
Elsinore (Temecula),842,CA,Magee North (Q6),S-0042,SR-0399,-117.033935035000,33.395661180000,0.16,PNRA-ELSZ-TMCL-Wildomar_fault-CFM4,Site coordinates approximate.,2.5,1.2,3.8,unknown,horizontal,reported (author reported rate as recorded in Appendix B; with low and high shown here using uncertainty reported in Appendix B slip rate),geomorphic surface,unlisted,unlisted,11-130,1,5,yes,Vaughan and Rockwell (1986),N/A,"Vaughan, P., and Rockwell, T., 1986, Alluvial stratigraphy and neotectonics of the Elsinore fault zone at Agua Tibia Mountain, southern California: Geological Society of America Guidebook and Volume, 82nd Annual Meeting, v. 82, p. 177-191."
Elsinore (Temecula),842,CA,Shoup beheaded (Q6),S-0046,SR-0403,-117.038389304000,33.401934739300,0.01,PNRA-ELSZ-TMCL-Wildomar_fault-CFM4,Site coordinates approximate.,3.5,1.8,5.2,unknown,horizontal,reported (author reported rate as recorded in Appendix B; with low and high shown here using uncertainty reported in Appendix B slip rate),channel,unlisted,unlisted,11-130,1,5,yes,Vaughan and Rockwell (1986),N/A,"Vaughan, P., and Rockwell, T., 1986, Alluvial stratigraphy and neotectonics of the Elsinore fault zone at Agua Tibia Mountain, southern California: Geological Society of America Guidebook and Volume, 82nd Annual Meeting, v. 82, p. 177-191."
Elsinore (Temecula),842,CA,Shoup beheaded (Q7),S-0041,SR-0398,-117.033935035000,33.395661180000,0.16,PNRA-ELSZ-TMCL-Wildomar_fault-CFM4,Site coordinates approximate.,2.5,1.4,2.6,unknown,horizontal,reported (author reported rate as recorded in Appendix B; with low and high shown here using uncertainty reported in Appendix B slip rate),channel,unlisted,unlisted,130-750,1,5,yes,Vaughan and Rockwell (1986),N/A,"Vaughan, P., and Rockwell, T., 1986, Alluvial stratigraphy and neotectonics of the Elsinore fault zone at Agua Tibia Mountain, southern California: Geological Society of America Guidebook and Volume, 82nd Annual Meeting, v. 82, p. 177-191."
Elsinore (Temecula),842,CA,Strath terrace (Q6 - Q7),S-0040,SR-0397,-117.014517733000,33.367525366300,0.41,PNRA-ELSZ-JULN-Elsinore_fault_Wildomar_link-CFM4,Site coordinates approximate.,3.65,2.95,4.35,unknown,horizontal,reported (author reported rate as recorded in Appendix B; with low and high shown here using uncertainty reported in Appendix B slip rate),terrace,unlisted,unlisted,130-750,1,5,yes,Vaughan and Rockwell (1986),N/A,"Vaughan, P., and Rockwell, T., 1986, Alluvial stratigraphy and neotectonics of the Elsinore fault zone at Agua Tibia Mountain, southern California: Geological Society of America Guidebook and Volume, 82nd Annual Meeting, v. 82, p. 177-191."
Elsinore (Temecula),842,CA,Water Tank Q7,S-0050,SR-0407,-117.044154446000,33.410053001200,0.08,PNRA-ELSZ-TMCL-Wildomar_fault-CFM4,"Q7 surface, Trujillo Creek",2.95,1,4.9,unknown,horizontal,reported (author reported rate as recorded in Appendix B; with low and high shown here using uncertainty reported in Appendix B slip rate),geomorphic surface,unlisted,unlisted,130-750,1,5,yes,Vaughan and Rockwell (1986),N/A,"Vaughan, P., and Rockwell, T., 1986, Alluvial stratigraphy and neotectonics of the Elsinore fault zone at Agua Tibia Mountain, southern California: Geological Society of America Guidebook and Volume, 82nd Annual Meeting, v. 82, p. 177-191."
Elsinore (Temecula),842,CA,Watson (Q5 - Q6)),S-0048,SR-0405,-117.041010173000,33.405625571600,0.09,PNRA-ELSZ-TMCL-Wildomar_fault-CFM4,Site coordinates approximate.,4.9,3.2,6.6,unknown,horizontal,reported (author reported rate as recorded in Appendix B; with low and high shown here using uncertainty reported in Appendix B slip rate),geomorphic surface,unlisted,unlisted,11-130,1,5,yes,Vaughan and Rockwell (1986),N/A,"Vaughan, P., and Rockwell, T., 1986, Alluvial stratigraphy and neotectonics of the Elsinore fault zone at Agua Tibia Mountain, southern California: Geological Society of America Guidebook and Volume, 82nd Annual Meeting, v. 82, p. 177-191."
