Fault Name,NSHM23 Fault ID,State,Site Name,CPD ID,NSHM23 Slip Rate ID,Longitude,Latitude,Distance To Nearest CFM Fault (km),CFM6.0 Object Name,Data Type,Observation,Preferred Rate,Low Rate,High Rate,Rate Uncertainty,Rate Type,ReptReint,Offset Type,Age Type,Num Events,Rate Age,Qbin Min,Qbin Max,References,UCERF3 AppB
Indian Head,1064,NV,IH,S-0235,SR-0498,-118.306042768000,38.571127649700,148.19,N/A,slip rate study,8 +/- 0.8 m of displacement of alluvial fan terrace riser dated at 10.3 +/- 0.5,0.8,0.7,0.9,95% CI (reported;  averaged to origin using Zechar and Frankel method),projected (strike-slip),reported,terrace riser,10Be,unknown,10.3 +/- 0.5,0,0.2,"Angster et al., (2019) Geosphere",no
Jackson Mountains,1067,NV,Hobo Canyon,S-0236,SR-0501,-118.550442993000,41.293194861500,450.34,N/A,slip rate study,7.5 +/- 0.5m of displacement of shoreline since 15.6 +/- 0.3 ka,0.5,0.4,0.6,unknown,unprojected (vertical),reported,shoreline,Lake Lahontan high stand,3-Feb,15.6 +/- 0.3,0,0.2,"Personius et al., (2017) Geosphere",no
Mount Rose,1082,NV,Ophir Creek,S-0237,SR-0507,-119.836157473000,39.293340505900,263.71,N/A,slip rate study,trench results reported in 2014 Source Parameters comments and Qfaults; trenching + scarp heights reveal 4.8 +/- 1 m cumulative normal displacement in 2 events over the past c. 1.7 ka,1.5,1.1,3.8,unknown,unprojected (vertical),reported (see Qfaults archive report),net total vertical displacement,unknown,2 (rate averaged through present),1.7,1,5,QFFD archive page; 2014 Source Parameters page; Ramelli and dePolo (1997) FTR,no
Lone Mountain,1075,NV,Q2c profile,S-0238,SR-0509,-117.607053792000,38.019197237900,80.35,N/A,slip rate study,approx Q2c scarp location of 15.2 +/- 1.2 m vertical displacement in fan dated 92 +/- 9 ka,0.17,0.14,0.2,unknown (ages = 1sigma uncertainty),unprojected (vertical),reinterpreted (low = 14 m/101 ka; high = 16.4 m/83 ka; pref = 15.2 m/92 ka),scarp height in alluvial fan,10Be,unlisted,83-101,0,0.2,Hoeft and Frankel (2010) Geosphere,no
Lone Mountain,1075,NV,Q3b profile,S-0239,SR-0510,-117.578770703000,38.040399600500,82.86,N/A,slip rate study,6 +/- 1.2 m vertical offset in fan dated at 16.5 +/- 1.2 ka,0.36,0.27,0.47,unknown (age error = 1sigma reported),unprojected (vertical),reinterpreted (low = 4.8 m/17.7 ka; high = 7.2 m/15.3 ka; pref = 6m/16.5 ka),scarp height in alluvial fan,10Be,unlisted,16.5 +/- 1.2,0,0.2,Hoeft and Frankel (2010) Geosphere,no
Lone Mountain,1075,NV,Profile 2,S-0240,SR-0512,-117.504291771000,38.068133482100,86.68,N/A,slip rate study,10.2 +/- 0.6 m vertical offset in Q3b surface along profile 2. fan age dated at 14.6 +/- 1.4 ka; additional younger rate but not included given longer record in early Holocene rate vs mid Holocene rate,0.7,0.6,0.8,68% CI (authors reported 1 sigma uncertainty in rate),unprojected (vertical); authors do additionally report resolved rates for net slip,reported,scarp heights in alluvium,10Be,>=2,14.6 +/- 1.4,0,0.2,"Lifton et al., (2014) Tectonics",no
Montana Mountains - Desert Valley,1079,NV,Gabica Butte,S-0241,SR-0514,-118.125758274000,41.170452643500,431.93,N/A,slip rate study,2.4 m +/- 0.2 m vertical separation since 15.6 +/-0.3 ka (Sehoo highstand),0.15,0.14,0.16,unknown,unprojected (vertical),reported,scarp height,Lake Lahontan high stand,1(?),15.6+/- 0.3,0,0.2,"Personius et al., (2017) Geosphere",no
Monte Cristo Valley,1080,NV,approx T3 location,S-0242,SR-0515,-117.828154244000,38.374170429800,120.62,N/A,slip rate study,6 events (including 1932 Cedar Mountain) total 6-12 m of cumulative net (dextral) slip since 32-36 ka.,0.45,0.2,0.7,unknown,projected (net dextral),reported,unknown,radiocarbon,6,32-36,0.2,1,"Bell et al., (1999; 2004) BSSA",no
Petersen Mountain (east),1092,NV,Profile 1,S-0243,SR-0523,-119.941529276000,39.783313758400,315.81,N/A,slip rate study,2.8 +/- 0.2 m vertical separation of late middle to late Pleistocene alluvial fan estimated to be 50-175 ka,0.025,0.01,0.06,unknown,unprojected (vertical),reported (pref = 2.8 m/112.5 ka (pref m/average ka)),vertical separation of alluvial fan,relative/regional age correlation,unlisted,50-175,0,0.2,Koehler (2019) Geomorphology,no
Pyramid Lake,1094,NV,Site B (near Dodge Flat),S-0244,SR-0530,-119.297272601000,39.688485743900,285.03,N/A,slip rate study,39 +/- 4 m offset of post-Lahontan (~15.5 ka) geomorphic features,2.6,2.3,2.9,unknown (2sigma ages),projected (strike-slip),reported,offset canyons and ridges at a site,regional age correlation,4 post-Lahontan events recorded along fault but are not used in rate calculation,15.5,1,5,Briggs and Wesnousky (2004) JGR,no
Pyramid Lake,1094,NV,Site 3,S-0245,SR-0531,-119.403215871000,39.814761087800,301.17,N/A,slip rate study,"ridge crest offset 15 +/- 10 m since 10.8-15.5 ka; reported min rate = 1.0 +/- 0.6 mm/yr, reported max rate = 1.4 +/- 0.9 mm/yr",1.14,0.4,2.3,unknown,projected (lateral),reinterpreted (low = minimum of reported minimun rate; high = maximum of reported maxmimum rate; pref = 15m/13.15 ka (average of ages)),displaced ridge crest,regional Lake Lahontan shorelines,unknown,10.8 - 15.5,1,5,"Angster et al., (2016) BSSA)",no
Pyramid Lake,1094,NV,Site 5,S-0246,SR-0532,-119.385413614000,39.793978588600,298.5,N/A,slip rate study,"21 +/- 8 m offset of ridge crest since 10.8-15.5 ka; reported min rate = 1.4 +/- 0.5mm/yr, reported max rate = 1.9 +/- 0.7 mm/yr",1.6,0.9,2.6,unknown,projected (right-lateral),reinterpreted (low = minimum of min reported; high= maximum of max reported; pref = 21m/13.15ka (average of ages)),ridge crest displacement,regional Lake Lahontan levels,unknown,10.8-15.5,1,5,"Angster et al., (2016) BSSA",no
Rainbow Mountain,1096,NV,North and South trenches,S-0247,SR-0534,-118.539914874000,39.392910625400,240.1,N/A,slip rate study,3 events (including 1954) total 3 m of vertical displacement since 14.6-17.8 ka,0.19,0.17,0.21,unknown,unprojected (vertical),reported (pref = 3 m/16.2 ka (average),offset trench strata,radiocarbon,"3, but rate is calculated through origin",14.6-17.8,0,0.2,Caskey et al (2004) BSSA,no
Sand Springs Range,1101,NV,approx GZ canyon site,S-0248,SR-0540,-118.334932461000,39.330124223900,232.42,N/A,slip rate study,vertical separation of 6m in Qfm deposits dated at 13.3 ka,0.45,0.45,0.82,unknown,unprojected (vertical),reported pref (low = 6m/7.3 ka; high = 6m/13.3 ka),colluvial wedge thickness/trench strata vertical displacement,radiocarbon,3,7.3-13.3,0.2,1,"Bell et al., (2004) BSSA",no
Schell Creek Range,1103,NV,"Profile 5,6,7",S-0249,SR-0542,-114.545298116000,39.489968291300,364.62,N/A,slip rate study,scarp heights ranging from 3.6-3.85 m tall estimated to be 30-35 ka,0.11,0.1,0.13,unknown,unprojected (vertical),reinterpreted (low = 3.6m/35 ka; high = 3.85 m/30 ka; pref (averages) = 3.7 m/32.3 ka),scarp heights,scarp morphology/diffusion estimates,2?,30-35,0,0.2,Koehler and Wesnousky (2011) Geosphere,no
Simpson Park Mountains,1109,NV,Profile 1,S-0250,SR-0548,-116.571966662000,39.940528498700,308.18,N/A,slip rate study,1.7 m tall scarps observed with est age of 6.5 ka,0.26,0.2,1,unknown,unprojected (vertical),reinterpreted (pref = 1.7 m/6.5 ka),scarp height,scarp morphology/diffusion age estimate,1(?),6.5,0.2,1,Koehler and Wesnousky (2011) Geosphere,no
Simpson Park Mountains,1109,NV,Profile 2,S-0251,SR-0549,-116.584949649000,39.848145891800,298.1,N/A,slip rate study,4.2 m vertical displacement since 9 ka,0.47,0.2,1,unknown,unprojected (vertical),reinterpreted (pref = 4.2 m/9ka),scarp height,scarp morphology/difusion analysis,unlisted,1(?),0.2,1,Koehler and Wesnousky (2011) Geosphere,no
Spanish Springs Valley,1114,NV,Profile 1,S-0252,SR-0554,-119.729363766000,39.631067496200,292.62,N/A,slip rate study,10.3 +/- 0.4 m vertical separation in late middle to late Pleistocene alluvial fan estimated to be 50-175 ka,0.092,0.057,0.21,unknown,unprojected (vertical),reinterpreted (low = 1.4 m/175 ka; high = 2.2 m/50 ka; pref = 1.8 m/112.5 ka),vertical separation of alluvial fan,relative/regional correlation,unlisted,50 - 175,0,0.2,Koehler (2019) Geomorphology,no
Toiyabe Range,1117,NV,Tar Creek,S-0253,SR-0559,-117.032740553000,39.331258203900,232.27,N/A,slip rate study,cumulative vertical separation for past 2 events at 1.8 m in late middel to late Pleistocene (assume 100 ka based on 2014 source param comment,0.018,0,0.2,unknown,unprojected,reported,reinterpreted (1.8 m/100 ka (assumed age; see 2014source param page),relative/assumed,2,100,0.2,1,Koehler and Wesnousky (2011) Geosphere,no
Warm Springs Valley,1119,NV,Fort Sage alluvial fan,S-0254,SR-0561,-119.992771140000,40.066190734100,345.95,N/A,slip rate study,98 +42/-43 m offset of Fort Sage alluvial fan bracketed by min and max depo ages 41.4 +10/-4.8 to 55.7 +/- 9.2 ka; slip rate reported in original study as 1.8 (+0.8 / -0.8) mm/yr to 2.4 (+1.2 / -1.1) mm/yr (2 sigma),2.1,1,3.6,95% CI (2 sigma on slip rate reported by authors),projected (strike-slip),reinterpreted (low = lower bound of lower range (1 mm/yr; high = upper bound of upper range (3.6 mm/yr) pref = average of prefered values of range ((1.8 mm/yr + 2.4 mm/yr)/2);,lateral offset of alluvial fan,10Be and 36Cl,unknown,41.4 +10/-4.8 - 55.7 +/- 9.2,1,5,"Gold et al., (2013) BSSA",no
Wassuk Range,1120,NV,Fig4B,S-0255,SR-0562,-118.880757043000,39.015101343000,203.29,N/A,slip rate study,12.3-14.3 m (mean = 13.9 m) vertical displacement of shorelines postdating Lake Lohontan,0.9,0.76,0.97,unknown,unprojected (vertical),reinterpreted (pref = reported) (low = 12.3 m/16.195 kyBP; high =14.3 m/14.755 ka),vertical displacement of shorelines,relative/regional correlation,unlisted,15.5 +/- 0.7,0.2,1,"Dong et al., (2014) Geosphere",no
Wassuk Range,1120,NV,Penrod Canyon,S-0256,SR-0563,-118.778677644000,38.813937849800,179.52,N/A,slip rate study,vertical separations in alluvial fan dated at 112.9 +/- 12.5 ka ranging from 30-41 m,0.33,0.24,0.41,unknown (2sigma age uncertainty),unprojected (vertical),reinterpreted (low = 30m/125.4 ka; high = 41m/100.4 ka; pref = 37.5m (average)/112.9 ka),vertical separations in alluvial fan,CRN (10Be & 26Al),2 along southern portion of fault; event ages do not factor into this rate,112.9 +/- 12.5,0.2,1,"Bormann et al., (2012) BSSA",no
Wassuk Range,1120,NV,North and South trenches,S-0257,SR-0564,-118.731347474000,38.595611197200,154.98,N/A,slip rate study,5-7 m vertical separation of fan that is trenched across; fan dated with trench exposure/radiocarbon dating at 9400 +/- 100 calyBP,0.64,0.53,0.75,unknown,unprojected,reinterpreted (low = 5m/9.5 ka; high = 7m/9.3 ka; pref = 6m (average)/9.4 ka),vertical separation of alluvial fan at trench site,radiocarbon (single age),2 (event ages not used in slip rate calculation,9.4 +/- 0.1,0.2,1,"Bormann et al., (2012) BSSA",no
Algodones,2000,AZ,Upper Mesa,S-0258,SR-0571,-114.504984550000,32.479586765300,54.23,N/A,slip rate study,7-15 m high scarps on Upper Mesa deposits (est. 50-100 ka),0.15,0.07,0.3,unknown,unprojected (vertical),reinterpreted (low = 7m/100ka; high = 15m/50 ka; pref = 11m/75 ka-average),scarp heights,relative,multiple,50-100,0.2,1,Woodward-McNeil and Associates (1974); QFFD archive report for Algodones fault zone,no
San Andreas (San Gorgonio Pass - Garnet Hill),701,CA,Millard Canyon,S-0259,SR-0265,-116.801566826000,33.953137845900,0.23,SAFS-SAFZ-MULT-Banning_fault-CFM6,slip rate study,"composite scarp heights combined across two fault strands coupled with 10Be dating yieldl; scarp heights coverted to net slip-31 +/- 3.5 m total on Qt4, 8.6 +2/-2.2 ka (depth profile)",4,1.9,5.3,95% CI (reported by authors; Monte Carlo approach),projected,reported (authors report median value of Monte Carlo resampling as preferred),scarp heights,10Be,at least 5 (?),8.6 +2/-2.2,5,35,Heermance and Yule (2017) GRL,no
Santa Rosa Range (south),2573,NV,Orovado,S-0260,SR-0685,-117.735205801000,41.537812630200,470.83,N/A,slip rate study,"4 events observed with MRE, PE and APE have age constraint at: 11+16 ka, 90-108 ka and 125-155 ka; numerous different slip rates calculated- prefer first listed slip rate b/c vertical is totaled across fault zone 14.6 +/- 3 m displacement in past ~403 ka",0.036,0.027,0.047,unknown,unprojected (vertical),reinterpreted (low = 11.6 m/433 ka; high = 17.6 m/433 ka; pref = 14.6 m/403 ka),scarp profiles,luminescence,4,403 +/- 30,0,0.2,Personius and Mahan (2005) BSSA,no
Steens (south),2575,OR/NV,Bog Hot Valley,S-0261,SR-0688,-118.761249102000,41.834883098700,511.86,N/A,slip rate study,vertical displacement of unit 4 of 4.4 +/- 0.2 m since 18 +/- 2.2 ka,0.24,0.18,0.3,unknown,unprojected (vertical),reported (see original source Table 3),trench strata vertical separation (unit 4),radiocarbon and luminescence,3,18 +/- 2.2,0.2,1,"Personius et al., (2007) BSSA",no
Gumdrop Hills,1174,NV,GDN/GDS,S-0262,SR-0752,-118.213821841000,38.576721876800,149.15,N/A,slip rate study,double stranded fault combined for total displacement across fault zone of 17.1 +/- 2.5 m across alluvial fan-terrace riser in Qfi dated at 18.9 +/- 0.5 ka,0.9,0.6,1.1,95% CI (reported; averaged to origin using Zechar and Frankel method),projected (strike-slip),reported,alluvial fan-terrace riser,OSL,unlisted,18.9 +/- 0.5,0,0.2,"Angster et al., (2019) Geosphere",no
Lake Range,1045,NV,Anaho Island,S-0263,SR-0753,-119.521051629000,39.942052631100,317.82,N/A,slip rate study,vertical offsets from numerous CHRIP profiles coupled with ages from piston cores (ages correlated from previous cores; see Benson et al (2004 cf),1,0.2,1.5,unknown,unprojected (vertical),reported,vertical offset of low amplitude layer in CHRIP profile,regional correlation/relative,unlisted,48 (Table 1),0,0.2,"Eisses et al., 2015 (Geosphere)",no
Olinghouse,1195,NV,B&W levee,S-0264,SR-0754,-119.430540905000,39.615458634500,281.08,N/A,slip rate study,offset of 2.75-3m debris flow levee/channel system near central-southern section boundary likely ocurred in the PE (2 events since 19.8 +/- 0.6 ka with 5.5-6 m total offset),0.29,0.27,0.31,unknown,projected (strike-slip),reinterpreted (low = 5.5m/20.4ka; high = 6m/19.2 ka; pref = 5.75m/19.8 ka (average d)),offset paired debris flow levee and channel,radiocarbon,2,19.8 +/-0.6,0,0.2,Briggs and Wesnousky (2005) BSSA,no
Northern Monitor Valley,1193,NV,Profile 1 (projected south),S-0265,SR-0763,-116.590740532000,39.237927119800,234.68,N/A,slip rate study,0.85 m tall scarp estimated to be 44 ka,0.017,0.011,0.019,unknown,unprojected (vertical),reinterpreted (pref = 0.85m/44 ka; low = 0.85 - 0.17 m/44ka; high = 0.85+ 0.17 m/44ka (+/- 20% uncertainty of offset),scarp height,scarp morphology/diffusion analysis,1,44,0,0.2,Koehler and Wesnousky (2011) Geosphere,no
Steptoe Valley (west),1232,NV,Profile 1,S-0266,SR-0764,-114.847713717000,39.678741811500,360.26,N/A,slip rate study,1.3 m tall scarp estimated to be 42-60 ka,0.025,0.022,0.31,unknown,unprojected (vertical),reinterpreted (low = 1.3/60 ka; high = 1.3/42 ka; pref = 1.3/51 ka (average)),scarp height,scarp morphology/diffusion age estimate,1?,42,0,0.2,Koehler and Wesnousky (2011) Geosphere,no
Toquima Range,1237,NV,Profile 2,S-0267,SR-0765,-116.726717063000,39.050093822200,210.88,N/A,slip rate study,1.1 m high scarp estimated to be 60 ka,0.018,0.015,0.022,unknown,unprojected (vertical),reinterpreted (pref = 1.1 m/60 ka; low = 1.1-0.22m / 60ka; high = 1.1+0.2m /60 ka (+/- 20% uncertainty in offset)),scarp height,scarp morphology/diffusion age estimate,1-2?,60,0,0.2,Koehler and Wesnousky (2011) Geosphere,no
Toquima Range,1237,NV,Profile 1,S-0268,SR-0766,-116.832584375000,38.856129042500,187.49,N/A,slip rate study,1.87 m tall scarp estimated to be 55 ka,0.034,0,0.2,unknown,unprojected (vertical),reinterpreted (pref = 1.87 m/55 ka),scarp height,scarp morphology/difussion age estimate,1-2?,55,0,0.2,Koehler and Wesnousky (2011) Geosphere,no
Antelope Range,1140,NV,Profile 2&3,S-0269,SR-0768,-116.183908442000,39.334048448100,260.08,N/A,slip rate study,1.6-1.7 m tall scarps estimated to be 15-21 ka,0.092,0.076,0.11,unknown,unprojected (vertical),reinterpreted (low = 1.6 m / 21 ka; high = 1.7 m / 15 ka; pref = 1.65 m/ 18ka),scarp height,scarp morphology/diffusion modeling,2,15-21,0,0.2,Koehler and Wesnousky (2011) Geosphere,no
Fish Creek Range,1169,NV,Profile 1,S-0270,SR-0769,-116.066186065000,39.262834843400,258.65,N/A,slip rate study,2.3-2.7 m tall scarp estimated to be 28-29.7 ka,0.087,0.077,0.1,unknown,unprojected (vertical),reinterpreted (low = 2.3 m/29.7 ka; high = 2.7 m/28 ka; pref (average) = 2.5 m/28.85 ka),scarp height,scarp morphology/diffusion estimate,1?,28-29.7,0,0.2,Koehler and Wesnousky (2011) Geosphere,no
Hickison Summit,1175,NV,Profile 3,S-0271,SR-0770,-116.717835672000,39.525447347500,260.52,N/A,slip rate study,1.1 m scarp height estimated to be 16 ka,0.069,0,0.2,unknown,unprojected (vertical),reinterpreted (pref = 1.1 m/16 ka),scarp height,scarp morphology/diffusion age estimate,1?,16,0,0.2,Koehler and Wesnousky (2011) Geosphere,no
San Andreas (Santa Cruz Mountains),711,CA,Arano Flat,S-0272,SR-0342,-121.673895772000,36.941001885500,87.32,N/A,slip rate study,Slip rate uses interval between dated earthquake and 1906 earthquake.  Fold is assumed to accumulate 10.5 m offset after it was formed.  Fumal and others. (2003) note that the offset accumulated over 5 earthquakes.,22.5,20.5,24.5,unknown,horizontal,"reported (95% CI range listed in Appendix B, no pref value)",offset fold,C14,5,< 1,5,35,Fumal and others (2003),yes
San Cayetano,237,CA,Modelo Lobe,S-0273,SR-0201,-118.858587409000,34.402591106700,0.73,WTRA-SCFZ-TOPA-San_Cayetano_fault-CFM5,slip rate study,Offset estimated from balanced cross sections.,11.4,9.7,13.1,unknown,projected (dip-slip),reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),stratigraphic marker,magneto-strat,unlisted,750-2600,5,35,Huftile and Yeats (1996),yes
Eastgate,1167,NV,Central Eastgate (CEG),S-0274,SR-0782,-117.853553876000,39.352495909800,228.88,N/A,slip rate study,"two events (PE2 and PE3) with net vertical displacement of 2.1 and 1.8 m, dated at 18-20 ka and 25 ka. MRE = PE1.",0.15,0.12,0.2,unknown,unprojected (vertical),reported,total net displacement from trench strata,luminescence,3,25,0.2,1,Crone et al 2005 SIM 2893,no
San Cayetano,237,CA,Modelo Lobe,S-0275,SR-0202,-118.858587409000,34.402591106700,0.73,WTRA-SCFZ-TOPA-San_Cayetano_fault-CFM5,slip rate study,Offset estimated from balanced cross sections.,7.4,4.4,10.4,unknown,projected (dip-slip),reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),stratigraphic marker,magneto-strat,unlisted,130-750,5,35,Huftile and Yeats (1996),yes
San Cayetano,237,CA,Sisar Creek,S-0276,SR-0258,-119.134152164000,34.442280892300,0.29,WTRA-SCFZ-TOPA-San_Cayetano_fault-CFM5,slip rate study,"Small total offset suggests a limited number of events (or missing slip?).  Offset age based on soil development, this could be improved if there are new radiometric age estimates.  Reported rate assumes 45 degree dipping fault.",1.05,1.03,1.07,unknown,projected (dip-slip),reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),alluvial surface,soil development,unlisted,11-130,5,35,Rockwell (1988),yes
San Cayetano,237,CA,Bear Canyon,S-0277,SR-0259,-119.123616615000,34.439026597600,0.2,WTRA-SCFZ-TOPA-San_Cayetano_fault-CFM5,slip rate study,"Small total offset suggests a limited number of events (or missing slip?).  Offset age based on soil development, this could be improved if there are new radiometric age estimates.  Reported rate assumes 45 degree dipping fault.",1.35,0.95,1.75,unknown,projected (dip-slip),reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),Q4 surface,soil development,unlisted,1-11,5,35,Rockwell (1988),yes
San Cayetano,237,CA,Timber Canyon,S-0278,SR-0260,-119.013631366000,34.422023440000,0.06,WTRA-SCFZ-TOPA-San_Cayetano_fault-CFM5,slip rate study,,8.7,6.8,10.6,unknown,projected (dip-slip),reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),correlation/cross section,soil development?,unlisted,130-750,5,35,Rockwell (1988),yes
San Cayetano,237,CA,Timber Canyon,S-0279,SR-0261,-119.013631366000,34.422023440000,0.06,WTRA-SCFZ-TOPA-San_Cayetano_fault-CFM5,slip rate study,,3.6,3.2,4,unknown,projected (dip-slip),reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B; pref rate listed as a minimum),alluvial surface,soil development,unlisted,1-11,5,35,Rockwell (1988),yes
San Cayetano,237,CA,Mud Creek,S-0280,SR-0262,-119.038563453000,34.423465911300,0.13,WTRA-SCFZ-TOPA-San_Cayetano_fault-CFM5,slip rate study,"Most of the uncertainty comes from the dating constraints, surface could be either Q5a (15 - 20 ka) or Q4 (8 - 12 ka).",2.35,1.8,2.8,unknown,projected (dip-slip),reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B; two rates listed given large uncertainty in age control; currently include the slower of the two rates as this agrees with above,Q5 or Q4 surface,soil development,unlisted,11-130,5,35,Rockwell (1988),yes
San Diego Trough (north),239,CA,San Gabriel Channel,S-0281,SR-0264,-118.136392037000,33.350905338700,0.52,OCBA-SPBZ-STHS-San_Pedro_Basin_fault_south-CFM5,slip rate study,"Full reported range takes into account feature and dating uncertainties, as well as the uncertainty there may be addition secondary strands that carry some of the total rate.",1.5,1.2,1.8,unknown,horizontal,reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),submarine channel wall,"C14, sed rate",unlisted,1-11,1,5,Ryan and others (2012),yes
San Gabriel,242,CA,n/a,S-0282,SR-0112,-118.582887538000,34.456862210400,0.59,WTRA-SGFZ-PLMS-Northern_San_Gabriel_fault-CFM4,slip rate study,"Description of clast assemblage of Saugus Formation in the Santa Clarita area possibly offset 500 m (Weber,1982).  Offset also noted in Yeats and others (1994). Age constraints of Saugus Formation from Levi and Yeats (2003).  UCERF3 recalculated rate is",1,0.2,1,unknown,horizontal,reported (only preferred value listed in Appendix B no uncertainty included),Clast assemblage,unlisted,unlisted,130-750,0.2,1,Weber (1982); Yeats and others (1994); Levi and Yeats (2003),yes
San Gregorio (north),245,CA,Seal Cove,S-0283,SR-0266,-122.512843103000,37.520478387300,167.68,N/A,slip rate study,Minimum rate due to other offshore strands which are not accounted for.  Simpson and others (1997) infer the total slip rate is at least 6 mm/yr (reported here as a minimum value).,4.5,3.5,35,unknown,horizontal,"reported (rate reported as a minimum range, so smaller of those values = LowRate and large = PrefRate)",paleochannel,"paleontology on shells, correlation",unlisted,11-130,5,35,Simpson and others (1997),yes
San Gregorio (north),245,CA,Ano Nuevo,S-0284,SR-0267,-122.293977860000,37.128589017200,119.96,N/A,slip rate study,"Large feature uncertainties due to issues with correlation with piercing lines (Bryant and Cluett, 1999).",N/A,3,9,unknown,horizontal,reported (only range listed in Appendix B no preferred rate included),marine terraces,unlisted,unlisted,11-130,5,35,Weber (1995),yes
"Long Valley (north, unnamed)",1249,NV,approx centroid,S-0285,SR-0837,-119.814701208000,41.652655028400,506.74,N/A,slip rate study,2..5 +/- 0.5 m vertical separation since 15.6 +/- 0.3 ka,0.15,0.14,0.16,unknown,unprojected (vertical),reported,scarp heights,Lahontan high stand (Sehoo),1(?),15.6 +/- 0.3,0,0.2,"Personius et al., (2017) Geosphere",no
"Long Valley (center, unnamed)",1248,NV,approx centroid,S-0286,SR-1123,-119.832920474000,41.497070625700,490.49,N/A,slip rate study,2..5 +/- 0.5 m vertical separation since 15.6 +/- 0.3 ka,0.15,0.14,0.16,unknown,unprojected (vertical),reported,scarp heights,Lahontan high stand (Sehoo),1(?),15.6 +/- 0.3,0,0.2,"Personius et al., (2017) Geosphere",no
"Long Valley (south, unnamed)",1250,NV,approx centroid,S-0287,SR-1124,-119.795407812000,41.447059985300,484.29,N/A,slip rate study,2..5 +/- 0.5 m vertical separation since 15.6 +/- 0.3 ka,0.15,0.14,0.16,unknown,unprojected (vertical),reported,scarp heights,Lahontan high stand (Sehoo),1(?),15.6 +/- 0.3,0,0.2,"Personius et al., (2017) Geosphere",no
San Jacinto (Anza),804,CA,Hog Lake,S-0288,SR-0388,-116.710967138000,33.612968694100,0.21,PNRA-SJFZ-ANZA-Clark_fault_north-CFM4,slip rate study,Offset of distinctive gravelly sand dated to after AD 300.,16,5,35,unknown,horizontal,reported (only preferred value listed in Appendix B; no uncertainty included; reported rate is a minimum),deposit,C14,unlisted,1-11,5,35,"Blisnuik and Rockwell (in prep; written communication, 2012)",yes
San Jacinto (Anza),804,CA,Anza,S-0289,SR-0389,-116.670781473000,33.587760903700,0.22,PNRA-SJFZ-ANZA-Clark_fault_north-CFM4,slip rate study,"Rate reported by Blisnuik and others. (in prep), site coordinates approximate, but appears to be near the same area as the rate reported by Rockwell and others (1990).",14,11.3,18.2,unknown,horizontal,reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),unlisted,cosmo,unlisted,11-130,5,35,Rockwell and others (1990),yes
San Jacinto (Anza),804,CA,Anza,S-0290,SR-0390,-116.670781473000,33.587760903700,0.22,PNRA-SJFZ-ANZA-Clark_fault_north-CFM4,slip rate study,"Other preferred time interval rates at Anza reported by Rockwell and others (1990) are >9 mm/yr (9.5 ka), 11 mm/yr (~14 ka) and 12 mm/yr (~17 ka).  This rate reported in this compilation in order to compare with new rates reported by Blisnuik and others",N/A,9,23,unknown,horizontal,reported (only range listed in Appendix B no preferred rate included),unlisted,"Soil correlation, C14",unlisted,11-130,5,35,Rockwell and others (1990),yes
San Jacinto (Borrego),801,CA,Carrizo Wash,S-0291,SR-0378,-115.952834315000,33.005154095900,0.3,PNRA-SJFZ-SSMT-Superstition_Mountain_fault-CFM4,slip rate study,"Unpublished slip rate.  7m offset in 4 events in past 1200 yrs. This rate is similar to Gurrola and Rockwell (1996), although this may be more robust because the G&R rate is a one interval rate.",N/A,5,9,unknown,horizontal,reported (only range listed in Appendix B no preferred rate included),channel,unlisted,4,<1,5,35,Verdugo and others (2006),yes
San Jacinto (Borrego),801,CA,per Pollard and Rockwell (1995),S-0292,SR-0379,-116.075113830000,33.108647678400,0.6,PNRA-SJFZ-BRMT-Coyote_Creek_fault-CFM4,slip rate study,"~300 year rate, unknown number of events. Rate is similar to the rate reported by Sharp (1981) and Clark and others (1972), however, these other rates rely on assumptions about characteristic slip to derive slip rates.  This may be a minimum, Rockwell (p",4.5,1,5,unknown,horizontal,reported (only preferred value listed in Appendix B; no uncertainty included),edge of deposit,C14,unlisted,<1,1,5,Pollard and Rockwell (1995),yes
San Jacinto (Clark),803,CA,Santa Rosa Mountains,S-0293,SR-0383,-116.170498521000,33.296446641500,0.12,PNRA-SJFZ-ANZA-Clark_fault_south_west_link-CFM4,slip rate study,Slip assumed to be distributed off of main Clark fault and partitioned to Coyote Creek fault and/or distributed deformation.  Minimum rate for the zone.,1.3,0.9,1.7,unknown,horizontal,reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),channel,10Be,unlisted,11-130,5,35,"Blisnuik and others (2010); Blisnuik and Rockwell (in prep; written communication, 2012)",yes
